"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","W4Efsd 7","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Tierarztpraxis+Hamburg-West/data=!4m7!3m6!1s0x47b1841348378ef3:0x257cf9cea96b0bb3!8m2!3d53.5711383!4d9.8471609!16s%2Fg%2F1tftdcqb!19sChIJ8443SBOEsUcRswtrqc75fCU?authuser=0&hl=en&rclk=1","Tierarztpraxis Hamburg-West","3.9","(147)","Veterinarian","·","","·","Langelohstraße 134","Closes soon","· 6:30 pm · Opens 8:30 am Fri","·","040 87082665","https://tierarzt-hhwest-de.jimdofree.com/service/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""very minor injuries were not detected, but checked on request.""","",""
"https://www.google.com/maps/place/Tierarztpraxis+Marc-Niklas+Klingberg/data=!4m7!3m6!1s0x47b18928e45f51fb:0xe0f6b04d07e20916!8m2!3d53.5959696!4d10.0386941!16s%2Fg%2F1tplpc7z!19sChIJ-1Ff5CiJsUcRFgniB02w9uA?authuser=0&hl=en&rclk=1","Tierarztpraxis Marc-Niklas Klingberg","4.7","(291)","Veterinarian","·","","Wasmannstraße 26","","Open","· Closes 7 pm","·","040 63940691","http://www.tierarztpraxis-klingberg.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Already recommended to others and I keep on doing it.""","",""
"https://www.google.com/maps/place/Tier%C3%A4rzte+IVC+Evidensia+GmbH+-+AHM+Kleintierzentrum+Merkurpark/data=!4m7!3m6!1s0x47b18b2629436757:0xf7d907f1fb204b40!8m2!3d53.6044377!4d10.1856666!16s%2Fg%2F1tcxhtw_!19sChIJV2dDKSaLsUcRQEsg-_EH2fc?authuser=0&hl=en&rclk=1","Tierärzte IVC Evidensia GmbH - AHM Kleintierzentrum Merkurpark","4.4","(523)","Veterinarian","·","","·","Merkurring 50","Closes soon","· 6 pm · Opens 9 am Fri","·","040 46861800","http://www.kleintierzentrum-merkurpark.de/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Veterinary+practice+Altona+-+Veterinarian+Hamburg+Altona/data=!4m7!3m6!1s0x47b185868ebb3733:0x11de9714ec5a4657!8m2!3d53.5493173!4d9.9328234!16s%2Fg%2F11bw2193jb!19sChIJMze7joaFsUcRV0Za7BSX3hE?authuser=0&hl=en&rclk=1","Veterinary practice Altona - Veterinarian Hamburg Altona","4.7","(459)","Veterinarian","·","","·","Am Felde 28","Closed","· Opens 10 am Mon","·","040 3809648","http://www.tierarzt-hh-altona.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very professional, kind, and knowledgeable team.""","",""
"https://www.google.com/maps/place/Clinic-based+Veterinary+practice+Dr.+Gervers/data=!4m7!3m6!1s0x47b189429af1bce7:0x7091c011f7c25f3a!8m2!3d53.6011912!4d10.0413474!16s%2Fg%2F1wnbx1qh!19sChIJ57zxmkKJsUcROl_C9xHAkXA?authuser=0&hl=en&rclk=1","Clinic-based Veterinary practice Dr. Gervers","4.8","(210)","Veterinarian","·","","·","Fuhlsbüttler Str. 344","Closed","· Opens 9 am Mon","·","040 619200","https://tierarzthh.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very knowledgeable doctor and friendly personnel""","",""
"https://www.google.com/maps/place/Dr.+Fenske+Tierarztpraxis+Hamburg+Bergedorf+f%C3%BCr+Kleintiere+und+V%C3%B6gel/data=!4m7!3m6!1s0x47b1f2879587b4a7:0x3fbd7fe2e7f21bca!8m2!3d53.510702!4d10.1841233!16s%2Fg%2F1tfbb6dk!19sChIJp7SHlYfysUcRyhvy5-J_vT8?authuser=0&hl=en&rclk=1","Dr. Fenske Tierarztpraxis Hamburg Bergedorf für Kleintiere und Vögel","4.8","(622)","Veterinarian","·","","·","Osterrade 36a","Closes soon","· 6 pm · Opens 9 am Fri","·","040 72104040","https://www.tierarztbergedorf.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Special thanks to Dr. Jana Reuter ❤️""","",""
"https://www.google.com/maps/place/Tierarzt+Hamburg-Iserbrook,+Tierarztpraxis+Iserbrook/data=!4m7!3m6!1s0x47b18450f8b40129:0x8d017a39bafb037b!8m2!3d53.576683!4d9.8199591!16s%2Fg%2F1tftk7xt!19sChIJKQG0-FCEsUcRewP7ujl6AY0?authuser=0&hl=en&rclk=1","Tierarzt Hamburg-Iserbrook, Tierarztpraxis Iserbrook","4.8","(212)","Veterinarian","·","","·","Sülldorfer Landstraße 15","Closes soon","· 6 pm · Opens 9 am Fri","·","040 823582","https://www.tierarzt-iserbrook.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I got all my questions answered in a very friendly and caring way.""","",""
"https://www.google.com/maps/place/Evidensia+Tier%C3%A4rztliche+Klinik+f%C3%BCr+Kleintiere+Norderstedt+GmbH/data=!4m7!3m6!1s0x47b227e719d2a3b1:0xe6c029f986187927!8m2!3d53.68697!4d9.99935!16s%2Fg%2F1thkwb6h!19sChIJsaPSGecnskcRJ3kYhvkpwOY?authuser=0&hl=en&rclk=1","Evidensia Tierärztliche Klinik für Kleintiere Norderstedt GmbH","4.3","(653)","Animal hospital","·","","·","Kabels Stieg 41","Open 24 hours","","·","040 5298940","http://www.tierklinik-norderstedt.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Noll for all the extra miles he went ahead to help my little friend.""","",""
"https://www.google.com/maps/place/Praxis+f%C3%BCr+KLEINTIER+-+KARDIOLOGIE+-+Dr.+Nicole+Sameluck+-+VetECHO/data=!4m7!3m6!1s0x47b187ce035f483f:0x29dbd224328612c5!8m2!3d53.6332653!4d9.9542786!16s%2Fg%2F11b5wqgxty!19sChIJP0hfA86HsUcRxRKGMiTS2yk?authuser=0&hl=en&rclk=1","Praxis für KLEINTIER - KARDIOLOGIE - Dr. Nicole Sameluck - VetECHO","4.5","(15)","Veterinarian","·","","·","Krähenweg 5","Closes soon","· 6 pm · Opens 9 am Fri","·","040 55260814","http://vetecho.de/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Medivet+Tierarztpraxis+Hamburg-Stellingen/data=!4m7!3m6!1s0x47b185faf8a8ee2d:0xecf43e4f270a4c6f!8m2!3d53.5871493!4d9.9325501!16s%2Fg%2F1tx462gw!19sChIJLe6o-PqFsUcRb0wKJ08-9Ow?authuser=0&hl=en&rclk=1","Medivet Tierarztpraxis Hamburg-Stellingen","4.6","(748)","Veterinarian","·","","·","Kieler Str. 336","Closed","· Opens 8 am Sat","·","040 82298571","https://www.medivetgroup.com/de-de/tierarzt/stellingen/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Really friendly staff and nice doctors who","speak English","."""
"https://www.google.com/maps/place/Kleintierzentrum+Kotzian/data=!4m7!3m6!1s0x47b188e5f500c741:0x3151dc970f32ca0!8m2!3d53.6082228!4d10.0052354!16s%2Fg%2F11g8162s7n!19sChIJQccA9eWIsUcRoCzzcMkdFQM?authuser=0&hl=en&rclk=1","Kleintierzentrum Kotzian","4.5","(799)","Veterinarian","·","","·","Alsterdorfer Str. 255A","Closes soon","· 6 pm · Opens 8:30 am Fri","·","040 5110707","http://www.tierklinik-kotzian.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good service in","English","."""
"https://www.google.com/maps/place/Cats+Only+veterinary+practice+for+Cats/data=!4m7!3m6!1s0x47b18f5a88a725df:0x3b16dec92c1cdaa0!8m2!3d53.5715083!4d9.9588278!16s%2Fg%2F1thx7nvt!19sChIJ3yWniFqPsUcRoNocLMneFjs?authuser=0&hl=en&rclk=1","Cats Only veterinary practice for Cats","4.6","(286)","Veterinarian","·","","·","Eppendorfer Weg 50","Closed","· Opens 9 am Mon","·","040 49222468","http://www.catsonly-hamburg.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""the","vet","was super kind and spoke"
"https://www.google.com/maps/place/Tierklinik+Fuhlsb%C3%BCttel/data=!4m7!3m6!1s0x47b1884e1ebf891b:0x8d23676c513fb96c!8m2!3d53.6327356!4d10.0210687!16s%2Fg%2F11fmz268z2!19sChIJG4m_Hk6IsUcRbLk_UWxnI40?authuser=0&hl=en&rclk=1","Tierklinik Fuhlsbüttel","4.6","(527)","Veterinarian","·","","·","Farnstraße 41","Closed","· Opens 10 am Fri","·","040 592859","https://www.tierarztfuhlsbuettel.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They provide all kinds of support including the forms, in","English","."""
"https://www.google.com/maps/place/Dr.+med.+vet.+Jens+Freund/data=!4m7!3m6!1s0x47b185b4b01de4d9:0x18a28c1db3d497f5!8m2!3d53.5627249!4d9.884227!16s%2Fg%2F1tj2mj23!19sChIJ2eQdsLSFsUcR9ZfUsx2Mohg?authuser=0&hl=en&rclk=1","Dr. med. vet. Jens Freund","4.8","(310)","Veterinarian","·","","·","Cranachstraße 68","Open","· Closes 7 pm","·","040 8907969","http://www.tierarzt-drfreund.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. Freund and his staff are so wonderful!""","",""
"https://www.google.com/maps/place/Tier%C3%A4rztekammer+Hamburg/data=!4m7!3m6!1s0x47b18f41eaed4165:0x31639ab6aaded73e!8m2!3d53.561729!4d9.9679142!16s%2Fg%2F1trvkh94!19sChIJZUHt6kGPsUcRPtfeqraaYzE?authuser=0&hl=en&rclk=1","Tierärztekammer Hamburg","1.6","(14)","Emergency veterinarian service","·","","Sternstraße 106","","Closed","· Opens 10 am Tue","·","040 4391623","https://www.tieraerztekammer-hamburg.de/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Nottierarzt+Hamburg+Eilbek/data=!4m7!3m6!1s0x47b18fc3e61cc25f:0x53075d0d2b171d80!8m2!3d53.568978!4d10.0428636!16s%2Fg%2F11svwd65q5!19sChIJX8Ic5sOPsUcRgB0XKw1dB1M?authuser=0&hl=en&rclk=1","Nottierarzt Hamburg Eilbek","2.4","(8)","Emergency veterinarian service","·","","Wagnerstraße 107","","Closed","· Opens 4 pm Sat","·","0177 5552772","http://nottierarzt-hamburg.de/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Dr.+med.+vet.+Karen+Opelt/data=!4m7!3m6!1s0x47b189aa52307d59:0x84495987a3cc979f!8m2!3d53.623063!4d10.0312317!16s%2Fg%2F1td64cb7!19sChIJWX0wUqqJsUcRn5fMo4dZSYQ?authuser=0&hl=en&rclk=1","Dr. med. vet. Karen Opelt","4.7","(200)","Veterinarian","·","","·","Im Grünen Grunde 6","Closes soon","· 6:30 pm · Opens 10 am Fri","·","040 5001020","http://www.dr-opelt.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The doctor treated my cat twice and in both time did a great job.""","",""
"https://www.google.com/maps/place/Tierarztpraxis+ElbVet+Hamburg/data=!4m7!3m6!1s0x47b1856fe7d43e95:0x6934c6336fc69d77!8m2!3d53.56439!4d9.91812!16s%2Fg%2F11h0zbm_6t!19sChIJlT7U52-FsUcRd53GbzPGNGk?authuser=0&hl=en&rclk=1","Tierarztpraxis ElbVet Hamburg","4.2","(174)","Veterinarian","·","","·","Bahrenfelder Chaussee 4","Closed","· Opens 9 am Thu","·","040 85415777","https://www.elbvet-hamburg.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The","vet","was friendly, experienced, and could communicate well in English."""
"https://www.google.com/maps/place/Tierarztpraxis+Hamburg+Horn/data=!4m7!3m6!1s0x47b18c142f38083b:0xc514bf43aa2554ca!8m2!3d53.5538621!4d10.0863753!16s%2Fg%2F11gjmsb_hh!19sChIJOwg4LxSMsUcRylQlqkO_FMU?authuser=0&hl=en&rclk=1","Tierarztpraxis Hamburg Horn","4.3","(15)","Veterinarian","·","","Rennbahnstraße 30c","","","","","040 6554649","https://www.tierarzt-hamburg-horn.de/kontakt.html","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Rex+Tierarztpraxis+Hamburg-Ottensen/data=!4m7!3m6!1s0x47b185264a353d5f:0x127a984b818dc9d!8m2!3d53.5539784!4d9.9280383!16s%2Fg%2F11y648jhsc!19sChIJXz01SiaFsUcRndwYuISpJwE?authuser=0&hl=en&rclk=1","Rex Tierarztpraxis Hamburg-Ottensen","4.8","(209)","Veterinarian","·","","Friedensallee 1","","Closed","· Opens 9 am Sat","·","040 87405639","https://www.rex.app/praxen/hamburg-ottensen","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very professional and competent","vet","."""
"https://www.google.com/maps/place/Kleintierpraxis+D.+Kauffmann/data=!4m7!3m6!1s0x47b18ed5a8ce0c5d:0x652d8a7efae96944!8m2!3d53.5701755!4d10.0174267!16s%2Fg%2F1tdn_j3y!19sChIJXQzOqNWOsUcRRGnp-n6KLWU?authuser=0&hl=en&rclk=1","Kleintierpraxis D. Kauffmann","4.7","(387)","Veterinarian","·","","·","Hofweg 22","Closed","· Opens 10 am Mon","·","040 221771","http://www.tierarzt-uhlenhorst.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Both doctor and crew very kind, and willing to help.""","",""
"https://www.google.com/maps/place/Dr.+med.+vet.+Fabian+von+Manteuffel/data=!4m7!3m6!1s0x47b1895d9e0164a3:0x31017aefc542e55d!8m2!3d53.5950214!4d10.0651161!16s%2Fg%2F1v_z3d0t!19sChIJo2QBnl2JsUcRXeVCxe96ATE?authuser=0&hl=en&rclk=1","Dr. med. vet. Fabian von Manteuffel","4.7","(368)","Veterinarian","·","","·","Hülsdornweg 24","Closes soon","· 6 pm · Opens 8 am Fri","·","040 6416667","http://www.tierdoc.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Wonderful, caring,","English-speaking","doctor."""
"https://www.google.com/maps/place/Reischmann+%26+Hirschberger+Veterinarians/data=!4m7!3m6!1s0x47b2207590531b45:0x360e0f496b70c601!8m2!3d53.6522456!4d10.1836462!16s%2Fg%2F1tkf00b9!19sChIJRRtTkHUgskcRAcZwa0kPDjY?authuser=0&hl=en&rclk=1","Reischmann & Hirschberger Veterinarians","4.7","(95)","Veterinarian","·","","·","Buchenring 55","Closes soon","· 6 pm · Opens 10 am Fri","·","040 60951900","https://www.tieraerztinnen-volksdorf.de/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Rex+Tierarztpraxis+Hamburg-Winterhude/data=!4m7!3m6!1s0x47b189d8c498aaf7:0x8b96a68cc7211f7e!8m2!3d53.5942753!4d9.9987207!16s%2Fg%2F11w9bqfmb2!19sChIJ96qYxNiJsUcRfh8hx4ymlos?authuser=0&hl=en&rclk=1","Rex Tierarztpraxis Hamburg-Winterhude","4.8","(192)","Veterinarian","·","","Winterhuder Marktpl. 1","","Closed","· Opens 9 am Sat","·","040 87406883","https://www.rex.app/praxen/hamburg-winterhude","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Highly recommend!""","",""
"https://www.google.com/maps/place/Tierarztpraxis+Dr.+von+Marnitz+GmbH,+Holsteiner+Chaussee/data=!4m7!3m6!1s0x47b18655204e5b39:0x8864116fa18a9a8b!8m2!3d53.6116731!4d9.9056929!16s%2Fg%2F11btwvjgn5!19sChIJOVtOIFWGsUcRi5qKoW8RZIg?authuser=0&hl=en&rclk=1","Tierarztpraxis Dr. von Marnitz GmbH, Holsteiner Chaussee","4.5","(256)","Veterinarian","·","","·","Holsteiner Chaussee 38","Open","· Closes 8 pm","·","040 5709005","https://www.von-marnitz.de/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Tierarztpraxis+Ottensen/data=!4m7!3m6!1s0x47b18590c5644753:0x4996be8c00a0a5c2!8m2!3d53.5554774!4d9.9209326!16s%2Fg%2F1td57p0f!19sChIJU0dkxZCFsUcRwqWgAIy-lkk?authuser=0&hl=en&rclk=1","Tierarztpraxis Ottensen","4.6","(215)","Veterinarian","·","","·","Große Brunnenstraße 139","Open","· Closes 7:30 pm","·","040 393029","http://www.tierarztpraxis-ottensen.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Super expert Doc and very kind staff.""","",""
"https://www.google.com/maps/place/Veterinary+practice+Fuhlsb%C3%BCttel+Nord/data=!4m7!3m6!1s0x47b1884c0f8f4025:0x37a447569b5df391!8m2!3d53.6404111!4d10.0189209!16s%2Fg%2F1wrtbxrc!19sChIJJUCPD0yIsUcRkfNdm1ZHpDc?authuser=0&hl=en&rclk=1","Veterinary practice Fuhlsbüttel Nord","4.7","(207)","Veterinarian","·","","·","Flughafenstr. 81","Open","· Closes 7 pm","·","040 5535702","http://www.tierarzt-langenhorn.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very professional and helpful.""","",""
"https://www.google.com/maps/place/Tierarztpraxis+am+Millerntor+-+Karen+Voelkel/data=!4m7!3m6!1s0x47b18f6c3e7cf873:0x48cf6329c4789b55!8m2!3d53.5537665!4d9.9648394!16s%2Fg%2F1tfrftzn!19sChIJc_h8PmyPsUcRVZt4xCljz0g?authuser=0&hl=en&rclk=1","Tierarztpraxis am Millerntor - Karen Voelkel","3.8","(183)","Veterinarian","·","","·","Budapester Str. 31","Closed","· Opens 12 pm Mon","·","040 434001","http://www.tierarztpraxis-am-millerntor.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great service""","",""
"https://www.google.com/maps/place/felmo+Mobiler+Tierarzt+Hamburg/data=!4m7!3m6!1s0x47b189458b2e857f:0x29e930c39b522a8e!8m2!3d53.605041!4d9.979236!16s%2Fg%2F11ny2glch0!19sChIJf4Uui0WJsUcRjipSm8Mw6Sk?authuser=0&hl=en&rclk=1","felmo Mobiler Tierarzt Hamburg","4.8","(4,197)","Veterinarian","·","","85-99 Borsteler Chaussee","Closes soon","· 6 pm · Opens 8 am Fri","·","","0800 0010347","https://www.google.com/aclk?sa=L&ai=DChsSEwi76J39ldmRAxWTsYMHHaD9JHMYACICCAEQABoCZWY&co=1&ase=2&gclid=CjwKCAiA3rPKBhBZEiwAhPNFQLNKMfdMAzP1r3dP1_p5Zu_pR_PuG5SYZ9xxohlL2-6yKUbXeV05YBoC664QAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_3EtslOp361vIxUJ8kLWlh2TmfmFg&adurl&q&ctype=99&nis=6","","Website","","Directions","","","",""
