"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","W4Efsd 7","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/USAG+Wiesbaden+Veterinary+Treatment+Facility/data=!4m7!3m6!1s0x47bd97f93a872853:0x35b3dc7b0526c4be!8m2!3d50.0437627!4d8.3262727!16s%2Fg%2F11c1316x6k!19sChIJUyiHOvmXvUcRvsQmBXvcszU?authuser=0&hl=en&rclk=1","USAG Wiesbaden Veterinary Treatment Facility","4.6","(66)","Veterinarian","·","","","·","Closed","· Opens 8 am Fri","","06371 94641544","https://mrc-europe.army.mil/Public-Health-Command-Europe/-Programs-Services/-Veterinary-Services-Treatment-Facilities/Wiesbaden-Veterinary-Treatment-Facility/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They were on time and they were amazing with my pup.""","",""
"https://www.google.com/maps/place/Spangdahlem+Veterinary+Treatment+Facility/data=!4m7!3m6!1s0x47bfcf85b77935bf:0x5a60ecd9cbb6538c!8m2!3d49.9956837!4d6.7038334!16s%2Fg%2F11lm2jjy3b!19sChIJvzV5t4XPv0cRjFO2y9nsYFo?authuser=0&hl=en&rclk=1","Spangdahlem Veterinary Treatment Facility","4.7","(19)","Veterinarian","·","","·","Building 559","Closed","· Opens 8 am Fri","·","06565 619388","https://mrc-europe.army.mil/Public-Health-Command-Europe/-Programs-Services/-Veterinary-Services-Treatment-Facilities/Spangdahlem-Veterinary-Treatment-Facility/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The techs are amazing and so are the providers!""","",""
"https://www.google.com/maps/place/Evidensia/data=!4m7!3m6!1s0x47960d5934632aa7:0x13cb24038cfe7ec5!8m2!3d49.44748!4d7.7411837!16s%2Fg%2F1vrq8l6l!19sChIJpypjNFkNlkcRxX7-jAMkyxM?authuser=0&hl=en&rclk=1","Evidensia","4.5","(531)","Animal hospital","·","","·","Lothringer Dell 48","Closed","· Opens 9 am Mon","·","0631 63063","http://www.tieraerzte-kaiserslautern.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent care.""","",""
"https://www.google.com/maps/place/Cabinet+V%C3%A9t%C3%A9rinaire+Christnach/data=!4m7!3m6!1s0x4795590d0f3cfe23:0x5676b022f13c3c3c!8m2!3d49.7899085!4d6.2725081!16s%2Fg%2F1tffhq77!19sChIJI_48Dw1ZlUcRPDw88SKwdlY?authuser=0&hl=en&rclk=1","Cabinet Vétérinaire Christnach","4.9","(148)","Veterinarian","·","","·","2 Um Bierg","Open","· Closes 7 pm","·","+352 26 87 06 03","http://www.vet-christnach.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The","vet","spoke 4 languages including"
"https://www.google.com/maps/place/Baumholder+vet+clinic/data=!4m7!3m6!1s0x4795ee2d1b6c868b:0x495bfea3dd56fb14!8m2!3d49.6146816!4d7.3292622!16s%2Fg%2F11b6_d7_0z!19sChIJi4ZsGy3ulUcRFPtW3aP-W0k?authuser=0&hl=en&rclk=1","Baumholder vet clinic","4.5","(56)","Veterinarian","·","","·","Gebäude 8741","Closed","· Opens 8:30 am Fri","·","06371 94641200","https://mrc-europe.army.mil/Public-Health-Command-Europe/-Programs-Services/-Veterinary-Services-Treatment-Facilities/Baumholder-Veterinary-Treatment-Facility/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Highly recommend Baumholder","vet","clinic and the team there."""
"https://www.google.com/maps/place/Cabinet+v%C3%A9t%C3%A9rinaire+de+la+P%C3%A9trusse/data=!4m7!3m6!1s0x479548d65f5d6de5:0x9bd01dc07b62a3c4!8m2!3d49.6044404!4d6.1247076!16s%2Fg%2F1w664bgb!19sChIJ5W1dX9ZIlUcRxKNie8Ad0Js?authuser=0&hl=en&rclk=1","Cabinet vétérinaire de la Pétrusse","4.7","(35)","Veterinarian","·","","·","5 Rue Adolphe Fischer","","","","+352 22 81 67","http://www.vet-petrusse.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great","Vet",", great service!"""
"https://www.google.com/maps/place/Small+veterinary+practice+Dr.+Barth/data=!4m7!3m6!1s0x47960da805af349d:0x79125332be378b61!8m2!3d49.475439!4d7.7142676!16s%2Fg%2F1tjppfm9!19sChIJnTSvBagNlkcRYYs3vjJTEnk?authuser=0&hl=en&rclk=1","Small veterinary practice Dr. Barth","4.8","(405)","Veterinarian","·","","·","Jahnstraße 80","Open","· Closes 7 pm","·","06301 5552","https://tierarztportal.com/kaiserslautern/10614-barth-gisela-fachtieraerztin","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They","speak English","."""
"https://www.google.com/maps/place/Dr.+med.+vet.+Tilman+Michelberger/data=!4m7!3m6!1s0x47960ab34aa6589f:0x903245d0a30d0c6b!8m2!3d49.4443583!4d7.5583946!16s%2Fg%2F1xtf0hv8!19sChIJn1imSrMKlkcRawwNo9BFMpA?authuser=0&hl=en&rclk=1","Dr. med. vet. Tilman Michelberger","4.6","(287)","Veterinarian","·","","·","Kindsbacher Str. 9","Open","· Closes 7 pm","·","06371 70040","http://www.tierarzt-michelberger.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They","speak English","and are well educated and treated my dog with such love."""
"https://www.google.com/maps/place/Dr.+med.+vet.+Otto+Doermer/data=!4m7!3m6!1s0x47bd0c19f177f047:0x7b30cef7f62abbd!8m2!3d50.0968403!4d8.6835219!16s%2Fg%2F1tg396hk!19sChIJR_B38RkMvUcRvatif-8Mswc?authuser=0&hl=en&rclk=1","Dr. med. vet. Otto Doermer","4.4","(164)","Veterinarian","·","","·","Mörfelder Landstraße 98","Closes soon","· 6 pm · Opens 9:30 am Fri","·","069 60607887","https://www.docvet.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Professional,","English speaking","staff;"""
"https://www.google.com/maps/place/Clinique+V%C3%A9t%C3%A9rinaire+-+D%C3%A9iereklinik+Krakelshaff/data=!4m7!3m6!1s0x479537c81e6d59cf:0xb8794e53ce53f253!8m2!3d49.5098717!4d6.1122021!16s%2Fg%2F1jglvg4xw!19sChIJz1ltHsg3lUcRU_JTzlNOebg?authuser=0&hl=en&rclk=1","Clinique Vétérinaire - Déiereklinik Krakelshaff","4.2","(744)","Animal hospital","·","","·","136 Z.A.E. Wolser F","Open 24 hours","","·","+352 52 13 13","https://www.deiereklinik.lu/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They follow up after treatments and truly care about the animals.""","",""
"https://www.google.com/maps/place/Kleintierpraxis+Dr.+Corinne+Martin/data=!4m7!3m6!1s0x4797c0e6b69d6f4f:0xe0ac382bdb44ec3d!8m2!3d49.4000822!4d8.6886929!16s%2Fg%2F11csqbw2dm!19sChIJT2-dtubAl0cRPexE2ys4rOA?authuser=0&hl=en&rclk=1","Kleintierpraxis Dr. Corinne Martin","4.6","(80)","Veterinarian","·","","·","Häusserstraße 36","Closes soon","· 6 pm · Opens 8 am Fri","·","06221 6730600","https://www.kleintierpraxis-martin.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","English speaking vets","and nurses."""
"https://www.google.com/maps/place/Vetcare,+veterinarian+practice/data=!4m7!3m6!1s0x4795487cd66a88ef:0xfa83cf878624eed8!8m2!3d49.5392712!4d6.1441315!16s%2Fg%2F1tj2md9t!19sChIJ74hq1nxIlUcR2O4khofPg_o?authuser=0&hl=en&rclk=1","Vetcare, veterinarian practice","4.8","(173)","Veterinarian","·","","·","62a Grand-Rue","Closes soon","· 6 pm · Opens 8:30 am Fri","·","+352 28 79 07 90","http://www.vetcare.lu/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","English speaking","."""
"https://www.google.com/maps/place/Dr.+med.+Vet+Erich+Wendel/data=!4m7!3m6!1s0x410ca1de244013b9:0x759092ba318f89c1!8m2!3d49.4809559!4d8.4766046!16s%2Fg%2F1tfkdjqq!19sChIJuRNAJN6hDEERwYmPMbqSkHU?authuser=0&hl=en&rclk=1","Dr. med. Vet Erich Wendel","4.5","(661)","Veterinarian","·","","·","Seckenheimer Str. 22","Closed","","·","0621 409650","http://www.kleintierpraxis-wendel.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Competent  friendly and budget friendly""","",""
"https://www.google.com/maps/place/Tierarztpraxis+Dr.+Tyrell+%26+Dr.+Haege+GmbH/data=!4m7!3m6!1s0x47bdbdccfe9dc207:0x1f86e2b1a7284ac3!8m2!3d50.090429!4d8.2569492!16s%2Fg%2F1tcvyjz7!19sChIJB8Kd_sy9vUcRw0oop7Hihh8?authuser=0&hl=en&rclk=1","Tierarztpraxis Dr. Tyrell & Dr. Haege GmbH","4.6","(167)","Animal hospital","·","","·","Sonnenberger Str. 82","Closes soon","· 6 pm · Opens 9 am Fri","·","0611 567515","https://www.dr-tyrell.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The doctor was caring and the staff were friendly and helpful.""","",""
"https://www.google.com/maps/place/Dr.+med.+vet.+Petra+Leitenstorfer/data=!4m7!3m6!1s0x47a1f91675e1f575:0xfbcccb957edd4791!8m2!3d49.5964853!4d11.0317169!16s%2Fg%2F1tx460wg!19sChIJdfXhdRb5oUcRkUfdfpXLzPs?authuser=0&hl=en&rclk=1","Dr. med. vet. Petra Leitenstorfer","4.7","(250)","Veterinarian","·","","·","Eichendorffstraße 5","Open","· Closes 7 pm","·","09131 5339898","http://www.vet-leitenstorfer.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very friendly and professional""","",""
"https://www.google.com/maps/place/Dr.med.vet.+Rainer+D.+Hermann/data=!4m7!3m6!1s0x47bee46ceb0866f5:0xdcf27e7df56a5a8e!8m2!3d50.687115!4d7.1614915!16s%2Fg%2F1tfdclg6!19sChIJ9WYI62zkvkcRjlpq9X1-8tw?authuser=0&hl=en&rclk=1","Dr.med.vet. Rainer D. Hermann","4.6","(300)","Veterinarian","·","","·","Rheinallee 15C","Closes soon","· 6 pm · Opens 9 am Fri","·","0228 357566","http://www.tierarztbonn.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent doctor and staff!""","",""
"https://www.google.com/maps/place/Tierarztpraxis+Dr.+Kindler+AniCura+Wiesbaden+Schierstein+GmbH/data=!4m7!3m6!1s0x47bd95edb7da87f3:0x3c68002a0ade2fb6!8m2!3d50.0459109!4d8.2048268!16s%2Fg%2F1tdj3b78!19sChIJ84fat-2VvUcRti_eCioAaDw?authuser=0&hl=en&rclk=1","Tierarztpraxis Dr. Kindler AniCura Wiesbaden Schierstein GmbH","4.4","(568)","Veterinarian","·","","Saarbrücker Allee 7","·","Closed","· Opens 9 am Sat","","0611 1885815","http://www.tierarztpraxis-kindler.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ah yes, they communicate in","English","as well :)"""
"https://www.google.com/maps/place/Tierarztpraxis+Anke+Engel/data=!4m7!3m6!1s0x47bc5778fb446903:0xfd77eec70e257369!8m2!3d50.518527!4d8.63106!16s%2Fg%2F1q62mn4cb!19sChIJA2lE-3hXvEcRaXMlDsfud_0?authuser=0&hl=en&rclk=1","Tierarztpraxis Anke Engel","4.9","(242)","Veterinarian","·","","·","Ringstraße 9","Closed","· Opens 10 am Mon","·","06403 2209","http://www.tierarztpraxis-engel.de/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/veterinarians+in+luxembourg/data=!4m7!3m6!1s0x47954f2b69c225b7:0x32d8a3f0acbb8b9!8m2!3d49.5392712!4d6.1441315!16s%2Fg%2F11j0jkzyy4!19sChIJtyXCaStPlUcRubjLCj-KLQM?authuser=0&hl=en&rclk=1","veterinarians in luxembourg","5.0","(2)","62A Grand-Rue","","","","","","","","+352 28 790","http://www.vetathome.lu/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great staff, competent, honest, caring and empathic.""","",""
"https://www.google.com/maps/place/Kleintierpraxis+Dr.+Gabriele+v.+Gaertner+und+Dr.+Amelie+v.+Gaertner/data=!4m7!3m6!1s0x47bd9406230def21:0x66d15a2435c4d972!8m2!3d49.9799501!4d8.1945493!16s%2Fg%2F1tkf028m!19sChIJIe8NIwaUvUcRctnENSRa0WY?authuser=0&hl=en&rclk=1","Kleintierpraxis Dr. Gabriele v. Gaertner und Dr. Amelie v. Gaertner","4.7","(309)","Veterinarian","·","","Carl-Zuckmayer-Straße 11","·","Closed","· Opens 8 am Mon","","06131 475780","http://www.tierarzt-mainz.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Really great clinic for my pet.""","",""
"https://www.google.com/maps/place/Dr.+M%C3%BCller,+Dr.+Rohmer+und+Dr.+Falkenhorst+Tierarztpraxis/data=!4m7!3m6!1s0x47bfda725b060539:0x5a2797baf917e651!8m2!3d49.9365334!4d6.6399455!16s%2Fg%2F1w6_mzgk!19sChIJOQUGW3Lav0cRUeYX-bqXJ1o?authuser=0&hl=en&rclk=1","Dr. Müller, Dr. Rohmer und Dr. Falkenhorst Tierarztpraxis","4.9","(331)","Veterinarian","·","","Merscheider Weg 1","·","Closes soon","· 6 pm · Opens 8:30 am Fri","","06562 930081","https://tierarztpraxis-speicher.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very happy to have found a great","English speaking vet","in the area."""
"https://www.google.com/maps/place/Tierarztpraxis+Sandra+Meyer/data=!4m7!3m6!1s0x47bd07b135dbc533:0x2c70b25487b5ce81!8m2!3d50.2199394!4d8.6461611!16s%2Fg%2F1tj7_2bt!19sChIJM8XbNbEHvUcRgc61h1SycCw?authuser=0&hl=en&rclk=1","Tierarztpraxis Sandra Meyer","4.7","(247)","Veterinarian","·","","·","Frankfurter Landstraße 170","Closed","","·","06172 44090","http://www.sandra-meyer.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Highly recommended.""","",""
"https://www.google.com/maps/place/Armin+Drexler/data=!4m7!3m6!1s0x417340724cf1cc6d:0x835d22742f77ef3!8m2!3d50.0104489!4d7.1883962!16s%2Fg%2F1tgn_y8y!19sChIJbczxTHJAc0ER8373QifSNQg?authuser=0&hl=en&rclk=1","Armin Drexler","4.9","(281)","Veterinarian","·","","Heinzenberg 22","·","Open","· Closes 6:30 pm","","06542 962999","https://tierarztportal.com/zell-mosel/2172-armin-drexler","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Speaks","English","well."""
"https://www.google.com/maps/place/Maria+Schwinn/data=!4m7!3m6!1s0x410ca40e63ff96cb:0xb3e03761c952e4d4!8m2!3d49.5534647!4d7.4648565!16s%2Fg%2F1v26l10z!19sChIJy5b_Yw6kDEER1ORSyWE34LM?authuser=0&hl=en&rclk=1","Maria Schwinn","4.7","(383)","Veterinarian","·","","Glanstraße 31","·","Closes soon","· 6 pm · Opens 8 am Fri","","06381 2291","https://www.tierarzt-schwinn.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They care about my dog and don’t try to rip us off.""","",""
"https://www.google.com/maps/place/Kleintierpraxis+Moseltal+-+Tierarzt/data=!4m7!3m6!1s0x479515a0c9f46e65:0xb2d13dcbb0972f5a!8m2!3d49.4736753!4d6.372421!16s%2Fg%2F11c316s84b!19sChIJZW70yaAVlUcRWi-XsMs90bI?authuser=0&hl=en&rclk=1","Kleintierpraxis Moseltal - Tierarzt","4.3","(62)","Veterinarian","·","","·","Am Dreiländereck 11","Closed","· Opens 9 am Mon","·","06867 5617688","http://kleintierpraxis-moseltal.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... response via WhatsApp for appointment and","English speaking vets","."""
"https://www.google.com/maps/place/Kleintierpraxis+Maifeld+Kathrin+Bau/data=!4m7!3m6!1s0x47be5d16781dc7a3:0x545e312e0646a5ba!8m2!3d50.3055921!4d7.3255195!16s%2Fg%2F11crzjh8j1!19sChIJo8cdeBZdvkcRuqVGBi4xXlQ?authuser=0&hl=en&rclk=1","Kleintierpraxis Maifeld Kathrin Bau","4.8","(249)","Veterinarian","·","","August-Horch-Straße 19","·","Closed","· Opens 8 am Mon","","02654 8827188","http://www.tierarzt-maifeld.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","English speaking vet","."""
"https://www.google.com/maps/place/Tierarztpraxis+Rheinallee/data=!4m7!3m6!1s0x417340723126ab33:0xbd4a65d31984b932!8m2!3d50.0136061!4d8.2581224!16s%2Fg%2F1tg396q2!19sChIJM6smMXJAc0ERMrmEGdNlSr0?authuser=0&hl=en&rclk=1","Tierarztpraxis Rheinallee","4.7","(225)","Veterinarian","·","","Rheinallee 89","·","Closed","· Opens 9:30 am Mon","","06131 6173585","https://www.tierarztpraxis-rheinallee.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""really satisfied""","",""
"https://www.google.com/maps/place/Eva+Wild+Vet/data=!4m7!3m6!1s0x410cb20ba3eeb709:0x9f11640f3b2c9414!8m2!3d49.6992068!4d7.318474!16s%2Fg%2F1tfcb357!19sChIJCbfuowuyDEERFJQsOw9kEZ8?authuser=0&hl=en&rclk=1","Eva Wild Vet","4.8","(294)","Veterinarian","·","","·","Bahnhofstraße 27","Closes soon","· 6 pm · Opens 10 am Fri","·","06781 260900","https://sellwerk.de/firmenprofil/eva-christine-wild","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Helped us with our documents so we could travel back to UK""","",""
"https://www.google.com/maps/place/Tierarztpraxis+Susann+Gaudlitz+-+Bad+Vilbel/data=!4m7!3m6!1s0x47bd0580e4a30683:0x922d48dd7ba516e6!8m2!3d50.186915!4d8.7401454!16s%2Fg%2F1tf1myqh!19sChIJgwaj5IAFvUcR5hale91ILZI?authuser=0&hl=en&rclk=1","Tierarztpraxis Susann Gaudlitz - Bad Vilbel","4.6","(168)","Veterinarian","·","","·","Wilhelmstraße 22","Closed","","·","06101 47619","http://www.tierarztpraxis-badvilbel.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Friendly, accurate, informative, fluent in","English","."""
"https://www.google.com/maps/place/Tierarztpraxis+Dr.+Roger+Bour+%26+Dr.+Claudia+Thiel-Bour/data=!4m7!3m6!1s0x47a21ab8b73c5c3f:0x2ac7cbdb54708751!8m2!3d49.6934983!4d10.8027143!16s%2Fg%2F12m9j3dym!19sChIJP1w8t7gaokcRUYdwVNvLxyo?authuser=0&hl=en&rclk=1","Tierarztpraxis Dr. Roger Bour & Dr. Claudia Thiel-Bour","4.5","(330)","Veterinarian","·","","·","Innerer Schwarzenbacher Ring 1","Closed","· Opens 9 am Sat","·","09193 508750","http://www.tierarzt-bour.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Also they all","speak English","so good if German is not your"
"https://www.google.com/maps/place/Cabinet+V%C3%A9t%C3%A9rinaire+de+l%27Iris+%C3%A0+Esch%2FAlzette/data=!4m7!3m6!1s0x479534e05524e81b:0x7810fbe3342d645a!8m2!3d49.493694!4d5.976668!16s%2Fg%2F12hkm46_d!19sChIJG-gkVeA0lUcRWmQtNOP7EHg?authuser=0&hl=en&rclk=1","Cabinet Vétérinaire de l'Iris à Esch/Alzette","4.8","(198)","Veterinarian","·","","·","51 Rue Caspar-Mathias Spoo","Open","· Closes 7 pm","·","+352 26 53 10 09","http://www.cvi.lu/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Highly recommend!""","",""
"https://www.google.com/maps/place/Tierarztpraxis+R%C3%B6diger+-+Das+Veterin%C3%A4rmedizinische+Zentrum+Berlin+-+24h+ge%C3%B6ffnet/data=!4m7!3m6!1s0x47a853ef387aaf1f:0xdb64322c775ad6a9!8m2!3d52.5643159!4d13.3262383!16s%2Fg%2F1tj56td9!19sChIJH696OO9TqEcRqdZadywyZNs?authuser=0&hl=en&rclk=1","Tierarztpraxis Rödiger - Das Veterinärmedizinische Zentrum Berlin - 24h geöffnet","4.2","(1,961)","Veterinarian","·","","·","Scharnweberstraße 136","Open 24 hours","","·","030 4127357","https://www.vetzentrum-berlin.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... very kind and professional and able to","speak","excellent"
"https://www.google.com/maps/place/Tierzahnarzt+Uwe+Kubelka/data=!4m7!3m6!1s0x47a852869aaf3f5b:0x2fdd7d78f26486bd!8m2!3d52.588179!4d13.4295546!16s%2Fg%2F11c1tmb292!19sChIJWz-vmoZSqEcRvYZk8nh93S8?authuser=0&hl=en&rclk=1","Tierzahnarzt Uwe Kubelka","4.9","(221)","Veterinarian","·","","·","Pasewalker Str. 25","Closed","· Opens 9 am Mon","·","030 47497532","http://www.vetdent.berlin/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Communication and transparency on the highest possible level.""","",""
"https://www.google.com/maps/place/Veterinary+Practice+by+the+Water+Tower/data=!4m7!3m6!1s0x47a84e03e9285567:0xb5fe0b87abb728f0!8m2!3d52.5350514!4d13.419747!16s%2Fg%2F1234r5bv1!19sChIJZ1Uo6QNOqEcR8Ci3q4cL_rU?authuser=0&hl=en&rclk=1","Veterinary Practice by the Water Tower","4.7","(285)","Veterinarian","·","","·","Rykestraße 4","Closes soon","· 6 pm · Opens 9 am Fri","·","030 4420329","http://www.tierarztpraxis-wasserturm.de/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They","speak English","."""
